user_id,business_id,stars 
Michael,Ki8seQY5mtXc36xjoMfeDA,3.0
Rob,ubohTuCR5-Zst2u9N25kxw,4.0
Abby,9UnuO125XSKKRe6YYpoytg,3.0
Darylynn,Fo-Qyaas3tOsA_GE4_lFbQ,4.0
Stefany,son0P5-Q87v1X_75grNFEg,3.0
Anthony,WADBUPKVfOCDC7AOf8Q7Eg,3.0
Arnel,z7GAft_JrFNmAH5xbVeYSA,5.0
Jason,EDg6FM7MYcNMoqrSoWXUUw,4.0
Kelly,mG5gV8OWUTp21vLQqmoFFQ,4.0
Jennifer,pc5zVWqmbqYZWj9drtS69w,3.0
David,ajoqEHnCZTD8-8GqGLq9-Q,4.0
Chris,l-nL4BmhzpZjcavooO48PQ,3.0
Jen,9_UHuIMHDjrxuh2qlHS-UA,4.0
Ticha,uou1yGwuLMNA39iHaAASbQ,3.0
Shay,NWioeR6MmKxgYD87EL56wg,4.0
Rob,CoyeXg8FBsS_d20QzNIy-A,5.0
Chris,z7GAft_JrFNmAH5xbVeYSA,1.0
Bill,XuVosWbOWI8I2bLNS7oYyA,3.0
Chad,2Ok4s1al1XRqFTyEWB4i0g,2.0
Randy,Ypjj3kfDA0_TQ8Fi6iABDA,3.0
Esther,IB8zLlGraOg9LU7qQVLPyg,3.0
Brad,PpreEj90GJUDm7LHI6kPOA,3.0
Brad,ytAsW7DYezxMMzqoO_-nIQ,4.0
Chad,Ac52FTELfKifOWT4WOafpQ,2.0
Doctor,KptAu8FV10KY9hDdO58dhw,4.0
Emily,VWtT4DKxQ4YVRWT88Z5SMA,3.0
Dave,w8zw4-3Ns2M4CQxeW9Bszw,4.0
Norm,BjH8Xepc10i6OhCDQdX6og,4.0
Sarah,vC23Fq8lMkNiZ4F8yh3ukQ,3.0
Gerald,XioQVInXr_85kocwyBIziw,3.0
Jessie,q7MorRPzU_J-iekeDKUKgw,3.0
Michael,uUEKndnFbHD8mVkGiirtpA,4.0
Michael,rcaPajgKOJC2vo_l3xa42A,5.0
Miika,uF7sXHXZUy5UuyjsesJ4Jg,3.0
Jason,nzaquapFlE_67JIBdxV_ZQ,3.0
Stefany,K0j_Znzin0jShXVnpvW86A,4.0
Michael,rtlsfmdufArhk-47sWIf2w,5.0
Felicia,wke61EJKd1Yw6q1BR1npZw,5.0
Rob,ltOHgbTWw0wQ1KFb1tSaaQ,5.0
Brett,2a_Hh52GRoC6RBLznYRGMA,5.0
Christina,wFaVu_D7LiwAeDl_TxCf8g,4.0
Brad,3yMmo1sERpks50quoaA8PQ,4.0
Chris,fifdA2exYy17GPHkSij6mg,4.0
Jennifer,afuGFlekksBXZQnEvTMv3A,3.0
Matthew,zuUWG7OdMv6awFRYhEYT5Q,5.0
Shila,dk-c7GuWF2QDt0fbZr38SQ,5.0
Jennifer,5Ktv5ZmJI0CN4L0KxDWJvw,3.0
Owen,17HGaSwTNL-9JKWi8oAgqA,1.0
Alison,YQ--LJ7pvjiDSqNv0TuKTQ,3.0
Brad,u9R0_pvEkl7QGPJYH3j1sg,4.0
Jen,2JeciNHrJE_tI-o2tUCu5w,4.0
Michael,ZosrzTfiiPhbURA04AQTUA,4.0
Stefany,j2w6wlRmlaZaaErQus8ElQ,4.0
Mel,ElKDecG04X5yPbDB89nT5w,4.0
Michael,fJVrLAFaqcvzt1QAw12Uxw,4.0
Cassie,NnxwkiBvSSyKeFiez0DDcQ,5.0
Danielle,RDw-K8fjs5Mporlq2KqTUg,3.0
Owen,cen0cy8yRG4DQSR_8xcupQ,4.0
Miika,pZ6Jh_x1zKtrCdJOU8uBjg,4.0
Annette,hPXGBV0HmLNvOOWNVPRvBw,5.0
Chad,99j5vhhtFJIefXDLsmA29Q,5.0
Nicole,ZK42ysR5tHJshD5R5FYo7A,3.0
Jen,MjLRxNBuFR9DvA2XzQAXIA,5.0
Jennifer,9mVkXG2ejmjwyzz9TfaUOA,4.0
Matthew,tfN_-Gx_LWRrtBwR4mMCbg,4.0
Christina,UOtoOybZ5vAB4aXBLc57vA,4.0
Chad,ZhIEuC84DccbsZrx5GVYPQ,4.0
Gourmet,hRK876bEBdPYAJKbg6pCEw,5.0
Amy,5tzNOeow197qn-a0tUJdVA,2.0
Curt,z7GAft_JrFNmAH5xbVeYSA,5.0
Yonnie,j-CeUcVnO9lwcTwuQwni3Q,4.0
Chad,vsGoYMRvBYss3x9fn-jDzQ,2.0
Monica,Fi-2ruy5x600SX4avnrFuA,3.0
Stefany,klWagz1XWyDK9krUnqZhTA,3.0
Bruce,STOSwO_3cbCJtrsWJ4UXQQ,4.0
Mel,Kr7nmnZZi5F3IBvukU9Hcw,4.0
Demitri,X568NHeV8ION-tRFr-DfFQ,5.0
Margret,Ixw677fkTR_avY4lefqIhQ,5.0
Brad,17K0u4eyrm5rZBo5FybQtA,1.0
Yuko,4dCOilGYflzGzizOPKyvow,5.0
J,AVXw5x9Sg-jD5EVcvpxrQA,3.0
Candice,j37Z4LIXTH9j6KOq9aX8DQ,3.0
Abby,GT0K4EdSSxe_LMU6SPr-_A,4.0
Miriam,RHcfJ-l69RbBE4viU0-jwQ,4.0
Gabi,4E0sK671C98JW8nakFbUnQ,4.0
Gabi,UE3AvVnaPEBPneVahYT2eA,5.0
Jennifer,n0LfBrR1U69VU9zFj1kSLA,4.0
Tiffany,Ul93EfDgIlL3Vm7pBt9Y7A,5.0
Gabi,tvUhTJcZ0R0TrP8AwuwSkQ,3.0
Brad,XOOF9Ks5OL1RpFvduKYk1g,4.0
Jennifer,hNLgrdd0QC3qLbD4tOHHVQ,2.0
Demitri,t9iaCcI2rcDVITt4qc3EjQ,5.0
Steve,ajoqEHnCZTD8-8GqGLq9-Q,5.0
Misha,O5AjarihqW1V8RlJnoef9A,4.0
Jennifer,CN5nuUQod0f8g3oh99qq0w,3.0
Chad,iXbjlUTqxlurMNAy58lYnQ,3.0
Miika,f4x1YBxkLrZg652xt2KR5g,4.0
Karen,rNqSjfRM09T-VOjRTAF66g,4.0
Jennifer,3N9U549Zse8UP-MwKZAjAQ,5.0
Karen,HGuHk935tyokX6kveEviJw,4.0
Bruce,szlJScqwAFygP0Rl-cPEkA,5.0
Arnel,ajoqEHnCZTD8-8GqGLq9-Q,4.0
Stefany,_l_jPBg-oLuRSt9dbQ9ShA,2.0
Chad,uBb4Y-ymguEGdj3SQFuxxA,3.0
Samantha,MIDHXXegpnQfUFbqr2xV0Q,2.0
Miika,4JNXUYY8wbaaDmk3BPzlWw,5.0
Lorrie,na4Th5DrNauOv-c43QQFvA,2.0
Michael,LuvXlWr5xorDBRnskHXn9A,5.0
Randy,Ssa6XY_RdDRRB9wuVIeIWw,4.0
Jennifer,WA9whS_dGX0jdoe0ealY3w,3.0
Owen,IO27sZRQVltx7OOgf0xqOA,1.0
Joanna,zWOFKsBDFTYfU4Mp6lONTA,2.0
Chad,tro-hrljuY1cUAVFYauTlQ,5.0
Jess,5LNZ67Yw9RD6nf4_UhXOjw,4.0
Fox,IIUK1lz_1upqYtHu8ZuClA,5.0
Tiffany,KdczpWW4AxTbBKH6ZnTGYg,3.0
Cindy,q18xbq3Cbyp_BJyfMQxFxg,4.0
Owen,l6M8lNhCPV4ILEG_q0QC5A,1.0
Chad,MXEPGYmrR5cTk2v1pG0sSQ,2.0
Chris,na4Th5DrNauOv-c43QQFvA,2.0
Chad,TKAZh5f6cR5Vvc7Avaz50Q,5.0
Rob,56Ll9rqG2WxXj4X2pmlkHQ,3.0
Kent,Xrwp7E9JjpVqeQH9CR73SQ,5.0
Jennifer,dWAyhGhxfVvtLj3nPLT1DQ,4.0
Ian,9rmVrOEi4cG1IUBTZS02oQ,2.0
Cynthia,XnJeadLrlj9AZB8qSdIR2Q,5.0
Bruce,YQbIopqTu_Ngm2BdIM5kpA,4.0
Jason,z2RiCl_iU-8bM4Lj1zNL8g,4.0
Chris,RESDUcs7fIiihp38-d6_6g,4.0
MaryLou,PTIG1VVyUnIm8XdkWO682w,4.0
Cynthia,0EUohlWGBPnIgzCULyWl7g,1.0
Tiffany,6gF-m1csJtckBSJEmIpsTg,4.0
D.,osu1j_Lg8R9brpuMMn3a3A,3.0
Jennifer,WTuBrN0z2h7xvTaP7eN_XA,3.0
Emily,DeI4KqEeWy0cTdh7Wy5_RA,4.0
Fox,4iSVxQKK1G3V-LBffQxaKg,5.0
Min,7Gkd18xKnIA324Fp7JHRRQ,4.0
Samantha,dcqHjnmKPDdOseYEo6SdAw,3.0
Rob,wyPkRQg3F5Yz2WqRFax7-g,2.0
Michael,OKZkEXzJt0XIamHRRTX-8g,4.0
Chris,DkYS3arLOhA8si5uUEmHOw,5.0
Mike,6qL7HYCVN1E0vLfa-S_VlQ,4.0
Ken,dcqHjnmKPDdOseYEo6SdAw,3.0
Rob,H464UiJ5c7q5dAJ14h731A,5.0
Chad,-pL4Id5cuz2yC2UKi2Yq9A,4.0
Kymberli,4JNXUYY8wbaaDmk3BPzlWw,5.0
Abby,4JNXUYY8wbaaDmk3BPzlWw,4.0
Matthew,YgO2v1VNtbPA7zgp0szJXA,5.0
Jennifer,j1yBqI57HIyVP_e1N374cQ,3.0
Dave,m0daTmZ6RGbpgrcb8TqByw,5.0
Jennifer,ZCzey5aPhd7jYIoHsUfjmQ,4.0
Conor,na4Th5DrNauOv-c43QQFvA,2.0
Michael,YnmtUJGqQIQL9tz1MRyfqA,4.0
Owen,bpeJppRnqBN09knj9RPSXw,3.0
Michael,T8jY7FB0JEK62CwOeXBa9w,4.0
Joan,ikubvyZFO0kxhA56RETzIg,5.0
J,HGhXbgeMEcg1cIZwxyNDeg,5.0
Chad,na4Th5DrNauOv-c43QQFvA,3.0
Stefany,Tm2nssfd2CQJ2BjzfQxH4A,4.0
Michael,G7xS3HiTKHnRhI8cNRGXpA,5.0
Vincent,XvJNwf3EEqTjQdJZpm_RXQ,4.0
Bill,JAmQCmczUclNUfZjkNdjQA,5.0
Rob,hG9ugXVziCUGhwRNQCRVjQ,3.0
Hen,3X-SMnyYq77IYEnyCp-TtQ,1.0
Jon,J_MTrJh69JoTRjGS-eAXRA,4.0
Chad,ZtQ4u53NHWTg-hQZhED88Q,3.0
Samantha,J07TDs6qnTIaxm48EL1cKQ,3.0
Michael,9wjTzw8bEYOTQJk41V8WQw,4.0
Kevin,LsjYGLrWe6psx1y5m2J-4A,5.0
Shalini,q18xbq3Cbyp_BJyfMQxFxg,3.0
Michelle,AaI_qHIe30fu8XCQqL2V3w,3.0
Yuko,B1tsu2zSVlY_g1QS-z4ILg,5.0
Norm,6xSnalN9relmPa1xy5X7HA,3.0
Ee Vonn,DkYS3arLOhA8si5uUEmHOw,5.0
Matthew,8x75YoPgdg4T7bhdDzGWvA,2.0
Min,ywCvmXdxwNLICkene1lDnA,4.0
Jim,wF_CCcKxNF3sf6UxFjzXPA,3.0
Steph,u-SJ5QUwrNquL9VnXwl8cg,5.0
Arnel,w3af8puc-1LGgbSYVlAwJg,5.0
Mary Kate,KsWGy-WuTUm5ve5lFUOCfg,2.0
Owen,RESDUcs7fIiihp38-d6_6g,1.0
Juan,LV63vo4iBHIo7gjiz-Oqgg,5.0
Bruce,dQe45QtHR1HFvTmCGtHPDQ,2.0
J,1M7E6fh47lwQ1roc8kVv9g,4.0
Samantha,9SU7ZZhaFUJJ6m2k5HKHeg,2.0
Jennifer,FaCxpKgHPgUO9vqyOny5CA,4.0
Brad,UkqdcwYv6_c-yW1JPCKlUA,1.0
Jennifer,8qGgnVx8GM6-xra7_Ijzzw,4.0
Jennifer,hjgr1NJPgPjEUiUn7Ejn2A,4.0
Bill,_anMkOs2LhCPvH8T1Q9Cdw,4.0
Owen,L1ygwa_9qF55k6Z9lm7k8g,4.0
Vic,_8VkSb_Mryb6bHQxSWB7Pg,4.0
Rob,qb-XyoTeyCXv3Z8hricyAA,4.0
Jess,RESDUcs7fIiihp38-d6_6g,2.0
Jennifer,Xhf3nW6UahoVpRMkVUlnJA,4.0
Darylynn,DkYS3arLOhA8si5uUEmHOw,4.0
Sarah,zlpLjbwrKuNs8zROgB_qUQ,3.0
Kent,Xrwp7E9JjpVqeQH9CR73SQ,5.0
Phil,kB41y8iPB9tNrG4jIciiig,3.0
Margret,H0xrqDnQuei14LAkjEeInA,4.0
Jen,IImZFNzX4cP84rFsyb-9mQ,1.0
Rob,4JNXUYY8wbaaDmk3BPzlWw,4.0
Shila,bSY97kgQpJ5BrpgW40V1qg,5.0
Emily,9bcN7F__C6J-uA4lzQSYUQ,3.0
Min,hG9ugXVziCUGhwRNQCRVjQ,3.0
Karen,-pWlDry9wvP_zs-BDHwBRQ,4.0
Kevin,Q2zq-lcaAAIcn4n_RWIgzw,5.0
Stefany,G-5kEa6E6PD5fkBRuA7k9Q,2.0
Steph,E6MzqMIRocjvwU4gPuEImg,4.0
Matthew,hpzqGatuwaVra2ayw7WWrQ,3.0
Bruce,Nr4kPVaCbEW6Yhmufj99GQ,4.0
Jennifer,fsAN6GuErwvg4Uo-gItc1Q,1.0
Kevin,tbMIW8GSCBgpYOfKlaQXSg,5.0
Darrell,X6DR-xr0rQKnxl9jeZWFzw,2.0
Sandy,X26lmoKvv_KvW6WcAvWvrA,4.0
Emily,YI08egmS9lWWB6N6MmrePw,3.0
Chad,DBxS04vNEd42NquQcAIMXA,4.0
Samantha,l_kefVF1frmC0xRW2YkvUA,2.0
Min,DkYS3arLOhA8si5uUEmHOw,2.0
Andre,RESDUcs7fIiihp38-d6_6g,5.0
Karen,pF53YGjVeuAB-OtpVGtAgQ,4.0
Min,A-zb68hkOlSa0yqmjlXlSQ,3.0
Chad,nlYrJQlmZrNaqXMAqU1nWg,4.0
Brad,IuttPjiTqt0orXF_t41Dqw,2.0
Dan,flQWX5Gz3R32-kaebf0fPA,5.0
Jennifer,oryS4vX0xkKC4tOekgowDQ,4.0
Gourmet,eS29S_06lvsDW04wVrIVxg,5.0
Emily,xOhrSum1TFNPvpw-MEgtQg,3.0
Norm,9P23-V64kYz3trn9ecaJJA,5.0
Allister,89N3YfIoe50feyqS0qwMXg,5.0
Sunil,5LNZ67Yw9RD6nf4_UhXOjw,4.0
Mel,awI4hHMfa7H0Xf0-ChU5hg,5.0
Bruce,KdczpWW4AxTbBKH6ZnTGYg,3.0
Chris,ssNAVPaWgVQWF7QkUwgg0Q,2.0
Adam,uOJ87zqbU1MtShCSHDkiyw,3.0
Steph,Noi53T0PWNEN9mQRS3-Ncg,4.0
Jim,2Oz0VGwBgo3Dp5Az5WUoww,3.0
Michelle,L_ZLtfHvfzfoNVQ0-okTXg,5.0
Vic,JhLnkKRtc7Ukt6FZUsyhdA,4.0
Stefany,MXC9pwIxovWUc9yu1F8OxA,3.0
Norm,Ed47ZME7NcLTZeIBUYsdog,3.0
Jocelyn,uNjoyF_qlLqOSEEYVpTkLg,3.0
Karen,SbxJg9yYyIclmPDSur1FCQ,4.0
Janice,zlpLjbwrKuNs8zROgB_qUQ,4.0
Darylynn,eEnNw3_hBvxcFHyr23kAuA,3.0
Rob,uKPGUc5D0Ir2KuOkgzrgyg,4.0
Nicole,gGKrs1WtnASPApnG6gacOA,4.0
Tiffany,X-CeVwKcIwR013h5NkbD2g,4.0
Vincent,7t43NoTbsUPLKAWxep6S8Q,4.0
Steve,zlpLjbwrKuNs8zROgB_qUQ,4.0
Lisa,DkYS3arLOhA8si5uUEmHOw,5.0
Norm,VOAO6ip7GwK4McQZbRa60g,3.0
Rob,9wjTzw8bEYOTQJk41V8WQw,3.0
Norm,pl3Xm7F6usEJgkk62fmikg,4.0
Jennifer,JvHv4HDT7sU7rMYyDzJuMQ,5.0
Mel,h4Q-uSoOIhMoIsOhat6l3A,3.0
Jennifer,azNkN2a3pY4kxJNZ91sHHw,4.0
Jennifer,GsVyqUySkPIk2xQpro_NGQ,4.0
Jennifer,dHWUfXcWVfO4NeV7r7dq0Q,3.0
Brad,EVbEdWYLE9GDpVG97MGw-w,4.0
Cynthia,v9wS9ex6wWjWzTSP8UQ4qw,5.0
Michael,BgGzWcWPwJ7pN5Bm78BuuA,4.0
Nick,3DGtOhtb6jNdRs9T9gH9WA,3.0
Shila,RESDUcs7fIiihp38-d6_6g,5.0
Michelangelo,xaJ1eMg4m8szB16cuzhjGQ,5.0
Wanugee,nV_QohN5iOTnLRbLsBEGHQ,3.0
Matthew,F_WzuaMXsZ88TQI2AQVzBw,5.0
Margret,ZbB_yG9cEda5_n3Q0zQL7Q,4.0
Jen,RESDUcs7fIiihp38-d6_6g,4.0
Christopher Steven,9wjTzw8bEYOTQJk41V8WQw,3.0
Karen,cdf3B_ayIgc-kau6ws4-mQ,3.0
Bruce,MaI_EevMbWBUnK36L4pAng,4.0
Mel,tvb0bFrwV81aLkghIux1ag,4.0
Jennifer,U8fMRMWe5W3ulHXKzXEHuA,3.0
Samantha,wyPkRQg3F5Yz2WqRFax7-g,3.0
Karen,AtSEe-B2mFmLFHBf4PLTrw,4.0
Christopher Steven,f16oe_yaGBh4AFK_mlBabw,4.0
Chad,38KvDTPLbEwSNNX4f-33Ew,4.0
Jennifer,wCvwfvtvrPPRssBqpgYlhg,3.0
Gabi,9rTJBAstigetUTCm3gzehg,5.0
Elsie,H2BBXd-3PzqwsORYF_pAHQ,5.0
Kevin,cOcplwKfHIT3gwOGnGt_Sw,5.0
Christopher,dyQzw3VJxdMJ0YhHu09b4A,4.0
Denise,b2gSNZj5MFCsfse0cO0CXg,3.0
Bruce,45iRvgwD0Gr9hq8FaOUHFg,3.0
Stephy,D3dAx-QW_uuClz4MambeHA,5.0
Karen,XJbTtaUgBCXZhhWt1_rYqA,3.0
Fancypants,G-5kEa6E6PD5fkBRuA7k9Q,3.0
Nicole,meRMjgip-Szhf5NdyytCkw,4.0
Karen,3ijDAUuPxnptd-bsJagm-g,5.0
Bruce,ryCpLx4jaTkkkaGXg5jvBQ,3.0
Gabi,5sSvQB93XgCd3HbQPr2bFw,4.0
Neal,8rcrreoEVZkIgGn-64KGcA,1.0
Asuka,DgsqQubd1oxl2vUnLMPXSw,2.0
Steve,na4Th5DrNauOv-c43QQFvA,4.0
Brittany,kICgNgVRkIh4doz0atyMMA,5.0
Stefany,PLQl-y06iPOEaqsy_nx-Eg,3.0
Kent,5LNZ67Yw9RD6nf4_UhXOjw,5.0
Owen,v_xuLfW7TXBsQctpOuPvQw,2.0
Cynthia,na4Th5DrNauOv-c43QQFvA,5.0
Jen,FpW25osFTrQf2dCIzAPavQ,5.0
Norm,PTtBAaY1GgH929EjdlYLiA,4.0
Neal,bAuqQfgFl7kMqhftvCJcTQ,4.0
Jennifer,3Kx4IdA-knGK-9QrGtGl2w,3.0
Messer,ILhjPp8qly2K-3fgxwJY6w,5.0
Sal,4JNXUYY8wbaaDmk3BPzlWw,4.0
Chris,YLc7Djf3GsC8IT84YkZMzw,4.0
Bruce,6O-pm7Mh80ia_rs2unGvjQ,2.0
J,4lTXy0jehrl3IjcoCO94LQ,3.0
Nicole,61Gcb01LdGskyOidVSAmWg,3.0
Norm,JHN09M-CRTGln2rRnS9hWw,5.0
Margret,sWqQQRiD3YBxNJlPrMSNIw,5.0
Dung,OeQUmob9q5sbEixK2-Tozw,3.0
Brad,AtSEe-B2mFmLFHBf4PLTrw,4.0
Jennifer,a3mJdNVP-ve3l3z9LRJXQQ,4.0
Norm,bxQUVVI8LR5RmyTYYJq07A,3.0
Owen,owt49CrXMxyLNB_K8OY4-Q,2.0
Fannie,ABJjxuO6oh5D9R48-eAUdQ,3.0
Stacy,-dhuOV5E2-H0K39ez58K9A,3.0
Jen,ZiKbhlnVTZ0zZK9nvYwogg,5.0
Johnny,E14VLV7RMLpoLhEVpPVQcQ,4.0
Dani,9B5a8Kacujkhmb9kdeMX_A,1.0
Jim,5aRyuqJZSGp1fNXHQHMLjg,5.0
Jim,WFjIN4pqV2ejveJsoEJNEg,4.0
Yan,nVAJZ6BJ9PPlxDXn976R6A,5.0
Jana,ezHbVQA5FTsaSWZUm5X8eA,4.0
Anthony,XnJeadLrlj9AZB8qSdIR2Q,4.0
Brad,x3-d_7Bgj4sYVks1xiq8kQ,1.0
Jennifer,hvcAenXptwojSaM8Mhkg5A,2.0
Samantha,7tNY4BYLA4laqWNV4IWGQg,4.0
Jennifer,UUEipaG_KEtLc9YqgZxY7Q,4.0
Danielle,_-DzOH5j-PbRrMf_Nm6w-Q,5.0
Shila,k7WrLT80uGJyfIeXCSs8og,3.0
Yonnie,awI4hHMfa7H0Xf0-ChU5hg,3.0
Brad,E9Br7PAWnMeYq4FYRiW8Og,1.0
Denise,1JWE8786tVm5cBpDx3CXvg,5.0
Jennifer,OzUlkI3NZtXpsuZtJ9Zmbw,4.0
Marlon,l_GV0hgEoTUf70uJVT0_hg,3.0
Jess,z0cjTX7o6gJsXm2hWHaKGw,4.0
Inigo,kyXEnWKQGWSThY6EcjORuw,4.0
J,dcqHjnmKPDdOseYEo6SdAw,4.0
Jim,S2sYxg6PfHZtYNHtjDe-ag,4.0
Jennifer,u1Zt5l5DJgsWdD_Tz3s_3g,4.0
Steph,5LNZ67Yw9RD6nf4_UhXOjw,5.0
Stefany,sWqQQRiD3YBxNJlPrMSNIw,4.0
Darrell,q18xbq3Cbyp_BJyfMQxFxg,3.0
Rob,EM7qDLNJFXdm7knQTaXaPA,4.0
Jennifer,ccMpzq6Bu2Ha4Wbn6TnT7Q,4.0
Linda,6Z6IyosSMciZtwk8hRLRag,4.0
Darrell,NmOBomyz63TP9Nn2q4Z1rg,4.0
Jennifer,lvv9Vv_5i4IwvDdofO_rKg,3.0
Steph,uKPGUc5D0Ir2KuOkgzrgyg,5.0
Eric,0PhC9qagyFmR3HtiyNXilA,4.0
Cynthia,Dxaz8OxaadecnWol18kAtw,5.0
Min,0mpL21omHLi4mHWs3Ee29g,3.0
Yuko,cwWQB8LyFbxxiOzgfZdWCg,4.0
Juan,BPRsP7xV5RkMSCh24BTPzQ,5.0
Ryna,5T6kFKFycym_GkhgOiysIw,4.0
Jeff,L_ZLtfHvfzfoNVQ0-okTXg,3.0
Ryna,0EnXIr4UQTemA0R2hlyR8g,4.0
Jennifer,2MpSWir6lVaTmJHtLCyP7g,4.0
Stefany,eHXUyMf64ynMzHaf0LdGgg,4.0
Dave,D3dAx-QW_uuClz4MambeHA,5.0
Stefany,ruaGV09HSGHUrqqrFt8cAQ,3.0
Bill,TVSk_tmVnnqS6ZCp7oJj1g,3.0
Gabi,spnbqpkQsY79i5dL5qiRUg,4.0
Michael,CUEtInSD5GYtsjAZGT603g,3.0
Mel,5LNZ67Yw9RD6nf4_UhXOjw,4.0
Bill,0AQnRQw34IQW9-1gJkYnMA,2.0
Uncle Fishbits Aeneas,4JNXUYY8wbaaDmk3BPzlWw,4.0
Owen,orEnnKcIAfMz25uOf5Psjg,3.0
Rick,0p27EjcNwTI7Ey4K_MNPww,3.0
Amber,dNRbhJt4wd-ZU4lFVK3iiw,4.0
Stefany,h4Q-uSoOIhMoIsOhat6l3A,2.0
Stacy,tpGr6-jVv_dFSnDGcVL3rw,4.0
Arnel,ZI7D0kRZ6jJc93qqyDFAPQ,3.0
Samantha,KWM6C4g9x7Fnmjdz8H18sw,3.0
Gerald,j9mBYdR7z61X6A3K3VmKDg,2.0
Phil,9SU7ZZhaFUJJ6m2k5HKHeg,4.0
Margret,FAEO3WHP25djJsPDMwsk7w,5.0
Randoll,lJF_B6Sk5RBV3pPTI_uZFQ,1.0
PatrickJ,8F-UdXe_YylX3k0L1SEiRg,3.0
J,9wjTzw8bEYOTQJk41V8WQw,3.0
Manda Bear,0xdpv5CPpbUUch7JKBG98Q,4.0
Lorrie,DkYS3arLOhA8si5uUEmHOw,5.0
Shiho,iHpVNoW9hORtkYDMlIicRQ,4.0
Vicky,iQStDCrukGCquYC4-WfMXw,4.0
Stephy,spnbqpkQsY79i5dL5qiRUg,4.0
Kevin,OUX2fHogOBZs1-xkgXreEQ,5.0
Owen,QBjCKwVIW1fekQCmlEfLbw,4.0
Demitri,__fMLrmv9M1_W4kBvR2VnQ,5.0
Brad,1M7E6fh47lwQ1roc8kVv9g,2.0
Matthew,xwM_DY7fKPN6YoeGWGF-Lw,3.0
Sal,Gaq3S9lmjXVcuDCZ8ulppw,4.0
Carol,QlJztL2aGEXgejgi5JM9Xg,5.0
Jennifer,9Z7JJvzB_5FG27QrTiws3Q,2.0
Gabi,u-SJ5QUwrNquL9VnXwl8cg,5.0
Randoll,na4Th5DrNauOv-c43QQFvA,3.0
Brad,UXFLCGw1yOCajlMONYQM1w,4.0
Vicky,hbjkVPP4crR3eXinBHW7zA,4.0
Chris,LZfiIseoYmmtvkNu8to4Ww,2.0
Mel,a2leVC69VaflWRREkr7RNg,5.0
Karen,-ayZoW_iNDsunYXX_0x1YQ,4.0
Jennifer,GsvsUBgE-aYIeiCAenN1gA,5.0
J,uKnQQDArO9bu4tAbGZ4epw,3.0
Jennifer,8fKyjNnQzci7VLszrrpW7g,3.0
Neal,Ub-RrbQWAV_JuVyYixynfg,3.0
Jen,OKZkEXzJt0XIamHRRTX-8g,5.0
Michael,yy7pPm_QGVRm6exD__Htug,5.0
Abby,9SU7ZZhaFUJJ6m2k5HKHeg,4.0
Jennifer,WWH9yYIPK4aXZQ6J1nKYBw,1.0
Brad,f64wkzPLEjXIbTJ9eGS6XA,3.0
Manda Bear,JAmQCmczUclNUfZjkNdjQA,4.0
Mary,rqWsS6QJKweNBsC6wZgUjA,3.0
Jennifer,Fv3HvJPQYqfmniTgtIQJzA,3.0
Chris,-W1bYeAk18xShlb6_Yb2Ig,4.0
Stefany,vT8_Nq50Ww4XjvgxvQFDxg,3.0
Jen,frFf4EIhssarn8us5HwVkQ,5.0
Mark,yhTRlXGTYgwlRGu7w4G4UA,2.0
Karen,HlkjT-4MXW_efuEydjrR1A,4.0
Fox,nOvnD4K0Ca84Gf8vwtRFIA,3.0
Kent,EDcZRvERC22Cvw1yi4-VKg,4.0
Ed,bO_VQFG2hMMdgZiwbEY4bA,4.0
Juan,qAbXHsddBhmfQFegGiV7Dg,5.0
Esther,na4Th5DrNauOv-c43QQFvA,5.0
Pauline,DkYS3arLOhA8si5uUEmHOw,4.0
Chris,8qGgnVx8GM6-xra7_Ijzzw,4.0
Yan,hRQS8y-uG2kc8miWVYiLuQ,4.0
Brittany,eghqBn5-CLg2ac79Q-1FVg,5.0
Brad,9AI96ikMEJv7e0WIfz0mjw,1.0
Norm,OVTY-NpcTA7iXbMQmusv3A,3.0
Yuko,6HKGSiqCqZ3zuvmDoSo5jQ,3.0
Jennifer,_XN-GwzZwAyIqLKJsl2htg,4.0
Jennifer,75gUQWJM6KksjJW7aHPsBQ,3.0
Jennifer,YhsypFaEMPwliL37NJGwQg,5.0
Brad,IuttPjiTqt0orXF_t41Dqw,4.0
Jando,5T6kFKFycym_GkhgOiysIw,5.0
Nicole,0jMWCioUATOJgMpsPTyC7g,4.0
Tiffany,f-4N8MXGy_ifyGtfZrh6SQ,4.0
Gabi,5AQ8eMMWQ2xuG8ZcXILgcQ,4.0
Bruce,r3ATwPjhjcw-zk6wPl4KnA,5.0
Jennifer,PhIkXAFZ8UMvrt_bPwjzIw,3.0
Chad,1_jvFRQjcRVfd9LdOLvI8A,3.0
Candice,lTKfkTHuD0qRt6OaocI-pg,2.0
Bruce,OYZIfmu8A4pk7UO3jDR5Sw,2.0
Jennifer,4JNXUYY8wbaaDmk3BPzlWw,4.0
Brad,DG-DnjesTf2luKttJV9CLA,5.0
Bruce,l_kefVF1frmC0xRW2YkvUA,2.0
Abby,iOER_Xnsz_X3WWRd0Ta0Jg,3.0
Curt,RESDUcs7fIiihp38-d6_6g,4.0
Ziyan,0qet57CmMA5qUm6gPFUTpg,3.0
Norm,bSY97kgQpJ5BrpgW40V1qg,4.0
Eric,4JNXUYY8wbaaDmk3BPzlWw,4.0
